FID,Gut_No_,Plot_No,Sector_No_,Node,Division,Village,Prabhag,Shape_Leng,Shape_Area,Lattitude,Longitude,Google Map Link 
152, ,N/A,47,Kamothe,Division3,Kamothe,prabhag 13,55.4184327583,137.723519623,19.0108331118,73.0776193204,"https://www.google.com/maps/search/?api=1&query=19.0108331118,73.0776193204"
153, ,N/A,47,Kamothe,Division3,Kamothe,prabhag 13,30.9411988047,58.9158666292,19.0108735559,73.076676385,"https://www.google.com/maps/search/?api=1&query=19.0108735559,73.076676385"
154, ,N/A,47,Kamothe,Division3,Kamothe,prabhag 13,54.775035217,150.551920593,19.0109408674,73.0768114609,"https://www.google.com/maps/search/?api=1&query=19.0109408674,73.0768114609"
155, ,N/A,39,Kamothe,Division3,Kamothe,prabhag 13,236.0790923,2265.67423134,19.0170010362,73.0819041911,"https://www.google.com/maps/search/?api=1&query=19.0170010362,73.0819041911"
156, ,N/A,32,Kamothe,Division3,Kamothe,prabhag 13,79.8672710843,236.396678072,19.0135957005,73.0848533694,"https://www.google.com/maps/search/?api=1&query=19.0135957005,73.0848533694"
157, ,N/A,32,Kamothe,Division3,Kamothe,prabhag 13,67.8372660447,190.520135828,19.0133720547,73.0850662685,"https://www.google.com/maps/search/?api=1&query=19.0133720547,73.0850662685"
158, ,N/A,32,Kamothe,Division3,Kamothe,prabhag 13,28.6438833227,50.2330653048,19.0139914985,73.0851090106,"https://www.google.com/maps/search/?api=1&query=19.0139914985,73.0851090106"
159, ,N/A,32,Kamothe,Division3,Kamothe,prabhag 13,88.4956893038,263.132472586,19.0139772767,73.085660626,"https://www.google.com/maps/search/?api=1&query=19.0139772767,73.085660626"
160, ,N/A,32,Kamothe,Division3,Kamothe,prabhag 13,20.5738883756,26.2118049159,19.013824501,73.0852782844,"https://www.google.com/maps/search/?api=1&query=19.013824501,73.0852782844"
161, ,N/A,32,Kamothe,Division3,Kamothe,prabhag 13,11.320478535,7.99528267727,19.0138050291,73.0853213504,"https://www.google.com/maps/search/?api=1&query=19.0138050291,73.0853213504"
162, ,N/A,50,Kamothe,Division3,Panvel_map,prabhag 14,98.1832432214,596.417644206,19.0062574173,73.0926588306,"https://www.google.com/maps/search/?api=1&query=19.0062574173,73.0926588306"
163, ,N/A,50,Kamothe,Division3,Panvel_map,prabhag 14,105.173282292,538.408160679,19.0062908837,73.0949530125,"https://www.google.com/maps/search/?api=1&query=19.0062908837,73.0949530125"
164, ,N/A,50,Kamothe,Division3,Panvel_map,prabhag 14,51.313858307,125.30096224,19.006328096,73.0945732966,"https://www.google.com/maps/search/?api=1&query=19.006328096,73.0945732966"
165, ,N/A,25,Kamothe,Division3,Panvel_map,prabhag 14,23.8522628614,34.0054487375,19.0089726579,73.0989654736,"https://www.google.com/maps/search/?api=1&query=19.0089726579,73.0989654736"
166, ,N/A,25,Kamothe,Division3,Panvel_map,prabhag 14,26.4480747966,41.1972846998,19.0091183059,73.0993106007,"https://www.google.com/maps/search/?api=1&query=19.0091183059,73.0993106007"
167, ,N/A,27,Kamothe,Division3,Panvel_map,prabhag 14,32.3721993348,65.4944961375,19.0090940532,73.0985279505,"https://www.google.com/maps/search/?api=1&query=19.0090940532,73.0985279505"
168, ,N/A,50,Kamothe,Division3,Panvel_map,prabhag 14,86.3399577017,302.764022983,19.0066673122,73.0947177463,"https://www.google.com/maps/search/?api=1&query=19.0066673122,73.0947177463"
169, ,N/A, 50,Kamothe,Division3,Panvel_map,prabhag 14,43.8169931704,84.0527631615,19.0065441283,73.0953271233,"https://www.google.com/maps/search/?api=1&query=19.0065441283,73.0953271233"
170, ,N/A,29,Kamothe,Division3,Panvel_map,prabhag 14,46.1814667424,121.532395894,19.0100575081,73.0954611489,"https://www.google.com/maps/search/?api=1&query=19.0100575081,73.0954611489"
171, ,N/A,50,Kamothe,Division3,Panvel_map,prabhag 14,31.1554158172,51.9903577615,19.0061645756,73.0954115234,"https://www.google.com/maps/search/?api=1&query=19.0061645756,73.0954115234"
172, ,N/A,50,Kamothe,Division3,Panvel_map,prabhag 14,31.2841765202,45.245607477,19.0061604834,73.0955339863,"https://www.google.com/maps/search/?api=1&query=19.0061604834,73.0955339863"
173, ,N/A,50,Kamothe,Division3,Panvel_map,prabhag 14,62.3665219352,74.4253206206,19.0063564819,73.0956105725,"https://www.google.com/maps/search/?api=1&query=19.0063564819,73.0956105725"
174, ,N/A,50,Kamothe,Division3,Panvel_map,prabhag 14,28.9882668391,36.6591258898,19.0064542089,73.0957135817,"https://www.google.com/maps/search/?api=1&query=19.0064542089,73.0957135817"
175, ,N/A,50,Kamothe,Division3,Panvel_map,prabhag 14,30.1403043461,56.6557974571,19.0062469744,73.0963514545,"https://www.google.com/maps/search/?api=1&query=19.0062469744,73.0963514545"
176, ,N/A,50,Kamothe,Division3,Panvel_map,prabhag 14,33.0638451669,54.9176165574,19.0061328768,73.0961163714,"https://www.google.com/maps/search/?api=1&query=19.0061328768,73.0961163714"
177, ,N/A,28,Kamothe,Division3,Panvel_map,prabhag 14,179.767135541,1516.03648399,19.0079811377,73.0965231132,"https://www.google.com/maps/search/?api=1&query=19.0079811377,73.0965231132"
178, ,N/A,28,Kamothe,Division3,Panvel_map,prabhag 14,227.576123387,1954.86152043,19.0077336029,73.0976161276,"https://www.google.com/maps/search/?api=1&query=19.0077336029,73.0976161276"
179, ,N/A,29,Kamothe,Division3,Panvel_map,prabhag14,61.3597622249,222.530686986,19.0103056604,73.0953820155,"https://www.google.com/maps/search/?api=1&query=19.0103056604,73.0953820155"
180, ,N/A,29,Kamothe, Division3, Panvel_map,prabhag14,40.2702013963,70.9930855631,19.0100897238,73.0950014924,"https://www.google.com/maps/search/?api=1&query=19.0100897238,73.0950014924"
181, ,N/A, 29,Kamothe, Division3, Panvel_map,prabhag14,40.6606430971,74.2441001423,19.0101724287,73.094998171,"https://www.google.com/maps/search/?api=1&query=19.0101724287,73.094998171"
182, ,N/A, 39,Kamothe,Division3,Kamothe,prabhag 13,45.0622757823,115.769650233,19.018045569,73.0816145335,"https://www.google.com/maps/search/?api=1&query=19.018045569,73.0816145335"
183, ,N/A, 39,Kamothe,Division3,Kamothe,prabhag 13,46.1141606891,119.077025622,19.0178052229,73.081651742,"https://www.google.com/maps/search/?api=1&query=19.0178052229,73.081651742"
184, ,N/A, 50,Kamothe,Division3,Panvel_map,prabhag 14,43.8169931704,84.0527631615,19.0065441283,73.0953271233,"https://www.google.com/maps/search/?api=1&query=19.0065441283,73.0953271233"
185, ,N/A, 29,Kamothe, Division3, Panvel_map,prabhag14,40.6606430971,74.2441001423,19.0101724287,73.094998171,"https://www.google.com/maps/search/?api=1&query=19.0101724287,73.094998171"
